0.000000000000000000e+00 1.001192228389864852e-01
5.011512431251873814e-06 1.001177684294630305e-01
1.014554973750686451e-05 1.001162795349723328e-01
1.540211191876502631e-05 1.001147584537686042e-01
2.078119897502626434e-05 1.001132013447992297e-01
2.628281090629064635e-05 1.001116095423847663e-01
3.190694771255813170e-05 1.001099827021944833e-01
3.765360939382874749e-05 1.001083204863894432e-01
4.352279595010249372e-05 1.001066223754605161e-01
4.951450738137939749e-05 1.001048882080702862e-01
5.562874368765940460e-05 1.001031177183157317e-01
6.186550486894251504e-05 1.001013105338834086e-01
6.822479092522875592e-05 1.000994662915630218e-01
7.470660185651818144e-05 1.000975845552435767e-01
8.131093766281065609e-05 1.000956648536568266e-01
8.803779834410628829e-05 1.000937066346687387e-01
9.488718390040502381e-05 1.000917092657750002e-01
1.018590943317068898e-04 1.000896720135151519e-01
1.089535296380118862e-04 1.000875940260700231e-01
1.161704898193200130e-04 1.000854743061969365e-01
1.235099748756312839e-04 1.000833116817270302e-01
1.309719848069456445e-04 1.000811047655292274e-01
1.385565196132631355e-04 1.000788519054610776e-01
1.462635792945838112e-04 1.000765511193179857e-01
1.540931638509075632e-04 1.000742000092042783e-01
1.620452732822344455e-04 1.000717956477874260e-01
1.701199075885644584e-04 1.000693344241818383e-01
1.783170667698975474e-04 1.000668118316974109e-01
1.866367508262337669e-04 1.000642221696272788e-01
1.950789597575731710e-04 1.000615581146629823e-01
2.036436935639156513e-04 1.000588100891371957e-01
2.123309522452613706e-04 1.000559653019124640e-01
2.211407358016100034e-04 1.000530062419938415e-01
2.300730442329619835e-04 1.000499082165553083e-01
2.391278775393168229e-04 1.000466351334044074e-01
2.483052357206750639e-04 1.000431318588709123e-01
2.576051187770363269e-04 1.000393094034249808e-01
2.670275267084006661e-04 1.000350137848821513e-01
2.765724595147681900e-04 1.000299542188697460e-01
2.862399171961387901e-04 1.000235230981999790e-01
2.960298997525126832e-04 1.000143798508409121e-01
3.059424071838893816e-04 1.000007554811663812e-01
3.159774394902695356e-04 9.998370398634104372e-02
3.261349966716524948e-04 9.996643296265454726e-02
3.364150787280388555e-04 9.994895363093418694e-02
3.468176856594280756e-04 9.993126598059273724e-02
3.573428174658206972e-04 9.991337001627594028e-02
3.679904741472163408e-04 9.989526574305702955e-02
3.787606557036150606e-04 9.987695316405305335e-02
3.896533621350169109e-04 9.985843228115359738e-02
4.006685934414218916e-04 9.983970309590810277e-02
4.118063496228302196e-04 9.982076560997811543e-02
4.230666306792412444e-04 9.980161982525272146e-02
4.344494366106557248e-04 9.978226574381579561e-02
4.459547674170731188e-04 9.976270336788474469e-02
4.575826230984938602e-04 9.974293269976798604e-02
4.693330036549174067e-04 9.972295374184951544e-02
4.812059090863444089e-04 9.970276649658886547e-02
4.932013393927743789e-04 9.968237096652918239e-02
5.053192945742075335e-04 9.966176715430405397e-02
5.175597746306437102e-04 9.964095506264400437e-02
5.299227795620831257e-04 9.961993469437938065e-02
5.424083093685257801e-04 9.959870605244283692e-02
5.550163640499711313e-04 9.957726913987047235e-02
5.677469436064200466e-04 9.955562395980370460e-02
5.806000480378717670e-04 9.953377051549076870e-02
5.935756773443269432e-04 9.951170881028909010e-02
6.066738315257848161e-04 9.948943884766738022e-02
6.198945105822462531e-04 9.946696063120795406e-02
6.332377145137103869e-04 9.944427416460899227e-02
6.467034433201780848e-04 9.942137945168730284e-02
6.602916970016489131e-04 9.939827649638005580e-02
6.740024755581224382e-04 9.937496530274785023e-02
6.878357789895995274e-04 9.935144587497637958e-02
7.017916072960793134e-04 9.932771821737934603e-02
7.158699604775625551e-04 9.930378233440040336e-02
7.300708385340486020e-04 9.927963823061618232e-02
7.443942414655381045e-04 9.925528591073808082e-02
7.588401692720304122e-04 9.923072537961502571e-02
7.734086219535262841e-04 9.920595664223640087e-02
7.880995995100251780e-04 9.918097970373360162e-02
8.029131019415267686e-04 9.915579456938354574e-02
8.178491292480320318e-04 9.913040124461056091e-02
8.329076814295398833e-04 9.910479973498936834e-02
8.480887584860512989e-04 9.907899004624741435e-02
8.633923604175655197e-04 9.905297218426785399e-02
8.788184872240830878e-04 9.902674615509149403e-02
8.943671389056034610e-04 9.900031196492049823e-02
9.100383154621275068e-04 9.897366962011988623e-02
9.258320168936541410e-04 9.894681912722130823e-02
9.417482432001842308e-04 9.891976049292514062e-02
9.577869943817175595e-04 9.889249372410327532e-02
9.739482704382536934e-04 9.886501882780238115e-02
9.902320713697932830e-04 9.883733581124576340e-02
1.006638397176335461e-03 9.880944468183727736e-02
1.023167247857881311e-03 9.878134544716336840e-02
1.039818623414429750e-03 9.875303811499609730e-02
1.056592523845981861e-03 9.872452269329640151e-02
1.073488949152536561e-03 9.869579919021634340e-02
1.090507899334094933e-03 9.866686761410256579e-02
1.107649374390655894e-03 9.863772797349908139e-02
1.124913374322220527e-03 9.860838027714985410e-02
1.142299899128788182e-03 9.857882453400264311e-02
1.159808948810358642e-03 9.854906075321087644e-02
1.177440523366932558e-03 9.851908894413771711e-02
1.195194622798509279e-03 9.848890911635836687e-02
1.213071247105089456e-03 9.845852127966348011e-02
1.231070396286672222e-03 9.842792544406225863e-02
1.249192070343258659e-03 9.839712161978529659e-02
1.267436269274847902e-03 9.836610981728807768e-02
1.285802993081440601e-03 9.833489004725363969e-02
1.304292241763035888e-03 9.830346232059633538e-02
1.322904015319634847e-03 9.827182664846437210e-02
1.341638313751237046e-03 9.823998304224364209e-02
1.360495137057841615e-03 9.820793151356035922e-02
1.379474485239450075e-03 9.817567207428480602e-02
1.398576358296060905e-03 9.814320473653431742e-02
1.417800756227675625e-03 9.811052951267655586e-02
1.437147679034292717e-03 9.807764641533306404e-02
1.456617126715913698e-03 9.804455545738224864e-02
1.476209099272537051e-03 9.801125665196300241e-02
1.495923596704164292e-03 9.797775001247815974e-02
1.515760619010793906e-03 9.794403555259716121e-02
1.535720166192427408e-03 9.791011328626067489e-02
1.555802238249063716e-03 9.787598322768288617e-02
1.576006835180702829e-03 9.784164539135567495e-02
1.596333956987345615e-03 9.780709979205162719e-02
1.616783603668990989e-03 9.777234644482789283e-02
1.637355775225640036e-03 9.773738536502946106e-02
1.658050471657292104e-03 9.770221656829278234e-02
1.678867692963946761e-03 9.766684007054916850e-02
1.699807439145605090e-03 9.763125588802876176e-02
1.720869710202266008e-03 9.759546403726357400e-02
1.742054506133930598e-03 9.755946453509151128e-02
1.763361826940597777e-03 9.752325739865987109e-02
1.784791672622268845e-03 9.748684264542895050e-02
1.806344043178942285e-03 9.745022029317572387e-02
1.828018938610619397e-03 9.741339035999763141e-02
1.849816358917299097e-03 9.737635286431614579e-02
1.871736304098982470e-03 9.733910782488068569e-02
1.893778774155669082e-03 9.730165526077207139e-02
1.915943769087358065e-03 9.726399519140668803e-02
1.938231288894050721e-03 9.722612763653983026e-02
1.960641333575746399e-03 9.718805261626990710e-02
1.983173903132445098e-03 9.714977015104202251e-02
2.005828997564146603e-03 9.711128026165190275e-02
2.028606616870852215e-03 9.707258296924974050e-02
2.051506761052559764e-03 9.703367829534415012e-02
2.074529430109271419e-03 9.699456626180592844e-02
2.097674624040985446e-03 9.695524689087213488e-02
2.120942342847703145e-03 9.691572020514990782e-02
