9.473458975292212703e-01 9.473458980295030862e-01 9.473458995303482011e-01 9.473459021976052830e-01 9.473459063315278206e-01 9.473459124093298600e-01 9.473459211501220611e-01 9.473459335950989990e-01 9.473459511725049742e-01 9.473459757955380312e-01 9.473460084124827318e-01 9.473460366195783910e-01 9.473459979027933908e-01 9.473459933988049864e-01 9.473458952117362886e-01 9.473486100336446780e-01 9.474182548168872398e-01 9.487825914568180918e-01 9.712977877758325329e-01 9.717404716629493011e-01 9.717404716629522987e-01 9.712977877758410816e-01 9.487825914568331909e-01 9.474182548168893492e-01 9.473486100336508953e-01 9.473458952117415066e-01 9.473459933988068737e-01 9.473459979027942790e-01 9.473460366195832760e-01 9.473460084124841751e-01 9.473459757955391414e-01 9.473459511725155213e-01 9.473459335951124327e-01 9.473459211501227273e-01 9.473459124093434047e-01 9.473459063315274875e-01 9.473459021976085026e-01 9.473458995303446484e-01 9.473458980295097476e-01 9.473458975292314843e-01
1.167813894578584172e-01 1.167813978463380642e-01 1.167814230117770191e-01 1.167814678626540731e-01 1.167815376898434648e-01 1.167816409830635949e-01 1.167817907479085648e-01 1.167820064205895431e-01 1.167823162956668909e-01 1.167827627985828093e-01 1.167833972679068327e-01 1.167842269728043558e-01 1.167846147521882372e-01 1.167851509701014895e-01 1.167829548257969668e-01 1.167703660251611930e-01 1.167196742122766223e-01 1.165185857684578191e-01 1.150737432480331141e-01 1.151002568364075385e-01 1.151002568364077050e-01 1.150737432480333500e-01 1.165185857684581383e-01 1.167196742122765390e-01 1.167703660251613457e-01 1.167829548257970085e-01 1.167851509701015311e-01 1.167846147521883343e-01 1.167842269728044252e-01 1.167833972679068744e-01 1.167827627985827538e-01 1.167823162956670019e-01 1.167820064205896818e-01 1.167817907479085510e-01 1.167816409830636504e-01 1.167815376898435481e-01 1.167814678626540870e-01 1.167814230117769914e-01 1.167813978463381752e-01 1.167813894578585837e-01
1.103625075418211560e-01 1.103625158233335068e-01 1.103625406678705317e-01 1.103625854457978700e-01 1.103626563515854031e-01 1.103627635096248727e-01 1.103629229002539985e-01 1.103631597038964574e-01 1.103635141565048883e-01 1.103640512718543354e-01 1.103648910239789505e-01 1.103663255557633394e-01 1.103693963133825923e-01 1.103722151049489758e-01 1.103763982100700730e-01 1.103801256869286068e-01 1.103732137348089615e-01 1.102895371671873681e-01 1.095688797051641988e-01 1.095817929203661834e-01 1.095817929203664748e-01 1.095688797051648927e-01 1.102895371671870212e-01 1.103732137348091419e-01 1.103801256869285097e-01 1.103763982100701702e-01 1.103722151049490868e-01 1.103693963133826339e-01 1.103663255557634365e-01 1.103648910239788949e-01 1.103640512718545158e-01 1.103635141565049299e-01 1.103631597038964574e-01 1.103629229002540679e-01 1.103627635096249698e-01 1.103626563515853198e-01 1.103625854457978700e-01 1.103625406678706150e-01 1.103625158233332848e-01 1.103625075418208368e-01
1.087458322461669485e-01 1.087458406289079499e-01 1.087458657771308984e-01 1.087459110928735012e-01 1.087459828386636851e-01 1.087460912781852279e-01 1.087462526839766824e-01 1.087464928794974195e-01 1.087468535979508183e-01 1.087474034480923751e-01 1.087482706407832400e-01 1.087497563653987559e-01 1.087528360616763917e-01 1.087561151042563540e-01 1.087613775298263974e-01 1.087682754991284029e-01 1.087704628914495930e-01 1.087177809109567544e-01 1.082375966417149643e-01 1.082404390264794097e-01 1.082404390264795901e-01 1.082375966417156721e-01 1.087177809109568100e-01 1.087704628914497873e-01 1.087682754991282780e-01 1.087613775298264113e-01 1.087561151042562568e-01 1.087528360616764611e-01 1.087497563653987975e-01 1.087482706407831706e-01 1.087474034480923057e-01 1.087468535979507073e-01 1.087464928794975583e-01 1.087462526839767241e-01 1.087460912781851863e-01 1.087459828386637128e-01 1.087459110928733208e-01 1.087458657771309539e-01 1.087458406289081719e-01 1.087458322461672400e-01
1.079758878094079638e-01 1.079758962510744824e-01 1.079759215760740104e-01 1.079759671751547162e-01 1.079760392921041423e-01 1.079761481655319849e-01 1.079763100430046474e-01 1.079765507390212792e-01 1.079769120407990945e-01 1.079774630726440948e-01 1.079783320088738841e-01 1.079798071438913126e-01 1.079827185334371054e-01 1.079861208364366609e-01 1.079916363437186944e-01 1.079994762117611473e-01 1.080049347922128894e-01 1.079672201950069299e-01 1.076134066554989416e-01 1.076105965275979959e-01 1.076105965275980791e-01 1.076134066554993302e-01 1.079672201950067495e-01 1.080049347922129033e-01 1.079994762117609669e-01 1.079916363437186666e-01 1.079861208364368275e-01 1.079827185334372719e-01 1.079798071438913265e-01 1.079783320088740228e-01 1.079774630726440393e-01 1.079769120407993305e-01 1.079765507390213486e-01 1.079763100430044948e-01 1.079761481655319572e-01 1.079760392921040590e-01 1.079759671751547717e-01 1.079759215760740521e-01 1.079758962510742326e-01 1.079758878094076308e-01
1.074859392308660788e-01 1.074859477043610956e-01 1.074859731248460903e-01 1.074860188647947939e-01 1.074860911340168729e-01 1.074862001143455231e-01 1.074863619607675930e-01 1.074866023278040900e-01 1.074869627009423928e-01 1.074875118548049013e-01 1.074883759609323169e-01 1.074898275212285148e-01 1.074925825141968827e-01 1.074959915421572904e-01 1.075015097091655825e-01 1.075095770356389591e-01 1.075164082608960209e-01 1.074879911345528183e-01 1.072161983397980495e-01 1.072099890950678619e-01 1.072099890950679868e-01 1.072161983397986046e-01 1.074879911345529432e-01 1.075164082608961319e-01 1.075095770356391117e-01 1.075015097091654714e-01 1.074959915421573181e-01 1.074925825141968688e-01 1.074898275212284593e-01 1.074883759609322614e-01 1.074875118548051095e-01 1.074869627009422124e-01 1.074866023278041732e-01 1.074863619607677317e-01 1.074862001143454954e-01 1.074860911340168729e-01 1.074860188647949050e-01 1.074859731248459793e-01 1.074859477043610956e-01 1.074859392308661205e-01
1.071265528035500736e-01 1.071265612956738000e-01 1.071265867720450210e-01 1.071266325863786673e-01 1.071267049127031384e-01 1.071268138706125278e-01 1.071269755074799879e-01 1.071272152792093479e-01 1.071275742722255231e-01 1.071281206280906145e-01 1.071289780114579038e-01 1.071304049514454765e-01 1.071330160809512988e-01 1.071363918210876814e-01 1.071418172559943371e-01 1.071498138970412156e-01 1.071571764346104794e-01 1.071351845637980860e-01 1.069220737115979397e-01 1.069137833884563904e-01 1.069137833884566124e-01 1.069220737115981340e-01 1.071351845637979056e-01 1.071571764346103961e-01 1.071498138970410074e-01 1.071418172559944759e-01 1.071363918210876121e-01 1.071330160809513266e-01 1.071304049514454626e-01 1.071289780114579593e-01 1.071281206280907394e-01 1.071275742722257174e-01 1.071272152792093757e-01 1.071269755074800989e-01 1.071268138706126388e-01 1.071267049127031107e-01 1.071266325863785840e-01 1.071265867720450071e-01 1.071265612956739527e-01 1.071265528035502818e-01
1.068399593442801304e-01 1.068399678489495852e-01 1.068399933629579635e-01 1.068400392222651624e-01 1.068401115665301299e-01 1.068402204542391182e-01 1.068403818240335756e-01 1.068406209254616629e-01 1.068409784203945140e-01 1.068415217102478831e-01 1.068423718212558604e-01 1.068437741303754351e-01 1.068462700159377998e-01 1.068495889554551409e-01 1.068548718431865663e-01 1.068626562684300840e-01 1.068701218964935307e-01 1.068528318698925561e-01 1.066839902132801221e-01 1.066744854609136400e-01 1.066744854609139315e-01 1.066839902132804968e-01 1.068528318698925283e-01 1.068701218964935862e-01 1.068626562684300979e-01 1.068548718431864830e-01 1.068495889554553491e-01 1.068462700159377998e-01 1.068437741303754490e-01 1.068423718212558465e-01 1.068415217102476750e-01 1.068409784203943474e-01 1.068406209254616906e-01 1.068403818240334924e-01 1.068402204542391321e-01 1.068401115665303380e-01 1.068400392222651207e-01 1.068399933629580190e-01 1.068399678489495158e-01 1.068399593442800055e-01
1.065984406018214009e-01 1.065984491168178172e-01 1.065984746618070939e-01 1.065985205563203392e-01 1.065985929078043654e-01 1.065987017164135436e-01 1.065988628146596617e-01 1.065991012465521831e-01 1.065994572437400506e-01 1.065999974153721414e-01 1.066008401007900730e-01 1.066022184163262637e-01 1.066046074956500944e-01 1.066078560993058422e-01 1.066129820844672199e-01 1.066204857879114870e-01 1.066278211109648877e-01 1.066141014095326744e-01 1.064797110710027084e-01 1.064696105223662398e-01 1.064696105223662814e-01 1.064797110710029027e-01 1.066141014095326744e-01 1.066278211109652069e-01 1.066204857879114315e-01 1.066129820844673587e-01 1.066078560993059809e-01 1.066046074956501499e-01 1.066022184163263054e-01 1.066008401007899342e-01 1.065999974153721414e-01 1.065994572437402171e-01 1.065991012465521831e-01 1.065988628146596617e-01 1.065987017164136824e-01 1.065985929078040600e-01 1.065985205563203947e-01 1.065984746618071771e-01 1.065984491168179282e-01 1.065984406018214981e-01
1.063868004135349737e-01 1.063868089389967964e-01 1.063868345153823197e-01 1.063868804471191781e-01 1.063869528116320601e-01 1.063870615536662012e-01 1.063872224026902180e-01 1.063874601993147900e-01 1.063878147455518258e-01 1.063883518119464605e-01 1.063891870045266669e-01 1.063905418581935769e-01 1.063928385998265530e-01 1.063960161483260558e-01 1.064009707776709113e-01 1.064081525480686380e-01 1.064152263796139669e-01 1.064042921416830656e-01 1.062972182616737371e-01 1.062869799910762247e-01 1.062869799910761276e-01 1.062972182616740702e-01 1.064042921416830795e-01 1.064152263796139947e-01 1.064081525480686380e-01 1.064009707776709529e-01 1.063960161483260281e-01 1.063928385998265946e-01 1.063905418581936324e-01 1.063891870045268195e-01 1.063883518119466548e-01 1.063878147455517981e-01 1.063874601993149566e-01 1.063872224026903152e-01 1.063870615536658959e-01 1.063869528116322405e-01 1.063868804471190949e-01 1.063868345153821671e-01 1.063868089389965188e-01 1.063868004135346407e-01
1.061959378390288367e-01 1.061959463767070955e-01 1.061959719897418858e-01 1.061960179686834427e-01 1.061960903629270703e-01 1.061961990643551373e-01 1.061963597018068389e-01 1.061965969135370697e-01 1.061969500724600779e-01 1.061974840539182813e-01 1.061983116630284274e-01 1.061996433054629291e-01 1.062018558035405652e-01 1.062049529450893592e-01 1.062097296136079311e-01 1.062165758212980232e-01 1.062233173445896045e-01 1.062146027375609064e-01 1.061294111170748566e-01 1.061193897265310659e-01 1.061193897265312741e-01 1.061294111170749954e-01 1.062146027375609203e-01 1.062233173445895767e-01 1.062165758212982591e-01 1.062097296136078062e-01 1.062049529450894009e-01 1.062018558035404819e-01 1.061996433054630956e-01 1.061983116630284968e-01 1.061974840539182396e-01 1.061969500724600640e-01 1.061965969135369864e-01 1.061963597018067973e-01 1.061961990643552067e-01 1.061960903629268621e-01 1.061960179686835121e-01 1.061959719897420107e-01 1.061959463767072065e-01 1.061959378390289338e-01
1.060200586785059601e-01 1.060200672311441827e-01 1.060200928890588784e-01 1.060201389300219760e-01 1.060202113771088611e-01 1.060203200713120547e-01 1.060204805421060686e-01 1.060207172243038815e-01 1.060210690337594353e-01 1.060215999332389386e-01 1.060224198060013140e-01 1.060237282478834614e-01 1.060258630190043377e-01 1.060288794657887612e-01 1.060334778214121199e-01 1.060399772099640536e-01 1.060463463085599550e-01 1.060394301055530147e-01 1.059718701153988252e-01 1.059623226896672793e-01 1.059623226896673209e-01 1.059718701153990056e-01 1.060394301055532090e-01 1.060463463085600522e-01 1.060399772099638593e-01 1.060334778214121060e-01 1.060288794657888306e-01 1.060258630190045043e-01 1.060237282478834059e-01 1.060224198060011613e-01 1.060215999332388831e-01 1.060210690337594908e-01 1.060207172243039508e-01 1.060204805421061935e-01 1.060203200713121796e-01 1.060202113771088472e-01 1.060201389300218372e-01 1.060200928890587674e-01 1.060200672311440995e-01 1.060200586785058630e-01
