6.101853339602028581e-02 6.082322159660994570e-02 6.023728619837892539e-02 5.496124620191259608e-02 8.281855306778123163e-03 1.217487061991411089e-03 1.488050925716854068e-04 1.520327492015413994e-05 1.324186425229055658e-06 1.002057329073757842e-07 6.696044589267294522e-09 4.005216670501449195e-10 2.168988704110636337e-11 1.073704733837129811e-12 4.898543408862116714e-14 2.074281853367483038e-15 8.202578531582919594e-17 3.045430616301816533e-18 1.066653359927821477e-19 3.539204001953550189e-21 1.116690636326898941e-22 3.361836078496952138e-24 9.686458321498425914e-26 2.678567864926066131e-27 7.126648287435738115e-29 1.828578138208712335e-30 4.534228543932531868e-32 1.088669866257565618e-33 2.535515393944540635e-35 5.737569485371394861e-37 1.263402732515741775e-38 2.710938401169273480e-40 5.675828533117731011e-42 1.160909817217726838e-43 2.322302237856858098e-45 4.548291538738285534e-47 8.730016569038259388e-49 1.643687292246155751e-50 3.038332646417386038e-52 5.518418458162437111e-54 9.855683141843705090e-56 1.732053587706377245e-57 2.997296522698563898e-59 5.110532819878502361e-61 8.590714301320676718e-63 1.424501516428541991e-64 2.331296192476186447e-66 3.767477171623310308e-68 6.014900360700848207e-70 9.491305104359431039e-72 1.480907631376100803e-73 2.285650751236122806e-75 3.490905158803202107e-77 5.278014687551229720e-79 7.902377767516284872e-81 1.172040442777665117e-82 1.722507560247924984e-84 2.509245025998625369e-86 3.624198851233434856e-88 5.191416796498484969e-90 7.376957369698041126e-92 1.040144462274413065e-93 1.455585823235758430e-95 2.022125047405264025e-97 2.789319512345600856e-99 3.821189804056309175e-101 5.199903492700508994e-103 7.030252789059607285e-105 9.445062804276330733e-107 1.261168350349951728e-108 1.673973544247227229e-110 2.209029678172595971e-112 2.898673661566626244e-114 3.782741701773899106e-116 4.910050302380286851e-118 6.340113564869962464e-120 8.145123750585886266e-122 1.041222331949324295e-123 1.324609768198713166e-125 1.677191862665261006e-127 2.113866876508734020e-129 2.652287730906607771e-131 3.313279701079557418e-133 4.121305110077415803e-135 5.104977749995574029e-137 6.297629541845374735e-139 7.737931664160456399e-141 9.470572031500679918e-143 1.154699058466279696e-144 1.402617336350654541e-146 1.697550577008075220e-148 2.047168479525889022e-150 2.460168927850737046e-152 2.946380650028135775e-154 3.516871257584111863e-156 4.184060323259318576e-158 4.961837061888057364e-160 5.865682081869804422e-162 6.912792447559333637e-164 8.121109793483901554e-166 0.000000000000000000e+00
6.099576786719607124e-02 6.080045673081511948e-02 6.021452332167226418e-02 5.493851988404077624e-02 8.281802060545052913e-03 1.217482972331229187e-03 1.488046875127930005e-04 1.520323765199424968e-05 1.324183377681646916e-06 1.002055119147050336e-07 6.696030276487098037e-09 4.005208315928208014e-10 2.168984269671480165e-11 1.073702576097102845e-12 4.898533713531964867e-14 2.074277804519073567e-15 8.202562726657820000e-17 3.045424819916434113e-18 1.066651353605634481e-19 3.539197420938537912e-21 1.116688583146428846e-22 3.361829965657088963e-24 9.686440901580493916e-26 2.678563100349304679e-27 7.126635748462056490e-29 1.828574955831852515e-30 4.534220738372808491e-32 1.088668012481493086e-33 2.535511123394206619e-35 5.737559926700123790e-37 1.263400650619958772e-38 2.710933982608417962e-40 5.675819382885968444e-42 1.160907966065787441e-43 2.322298575135430207e-45 4.548284443326246440e-47 8.730003098249139493e-49 1.643684783526475085e-50 3.038328059389435397e-52 5.518410217089459045e-54 9.855668582541104202e-56 1.732051056583993678e-57 2.997292189642432641e-59 5.110525510847309864e-61 8.590702145913209802e-63 1.424499522229063042e-64 2.331292963323776740e-66 3.767472008076188850e-68 6.014892203252037235e-70 9.491292366304799343e-72 1.480905664486285214e-73 2.285647746812554395e-75 3.490900617154465300e-77 5.278007890886889413e-79 7.902367694517540887e-81 1.172038963853804039e-82 1.722505408489977588e-84 2.509241922642850442e-86 3.624194413265544893e-88 5.191410501881234560e-90 7.376948512429221997e-92 1.040143225520456035e-93 1.455584109189117370e-95 2.022122689012439744e-97 2.789316290105442039e-99 3.821185431474391868e-101 5.199897598261024464e-103 7.030244894022030556e-105 9.445052295498186708e-107 1.261166960037049127e-108 1.673971715691925184e-110 2.209027287011316004e-112 2.898670552127136470e-114 3.782737680233332913e-116 4.910045128670697995e-118 6.340106943152074958e-120 8.145115318095243523e-122 1.041221263354595229e-123 1.324608420491618129e-125 1.677190170842945405e-127 2.113864762336798445e-129 2.652285100638687956e-131 3.313276442863114898e-133 4.121301091015889731e-135 5.104972812836197978e-137 6.297623501261302141e-139 7.737924302595696886e-141 9.470563094546236772e-143 1.154697977593307563e-144 1.402616033898574640e-146 1.697549013191047089e-148 2.047166608494019267e-150 2.460166696949231343e-152 2.946377998993281016e-154 3.516868117674235525e-156 4.184056616319330854e-158 4.961832699346645230e-160 5.865676963668778345e-162 6.912786461015523874e-164 8.121102813015451881e-166 0.000000000000000000e+00
6.093312893502949440e-02 6.073781978773670764e-02 6.015189234585834044e-02 5.487599858473139747e-02 8.281642321845847365e-03 1.217470703350683912e-03 1.488034723361157273e-04 1.520312584751458228e-05 1.324174235039420902e-06 1.002048489366927686e-07 6.695987338146506927e-09 4.005183252208485505e-10 2.168970966354011650e-11 1.073696102877021543e-12 4.898504627541508063e-14 2.074265657973844757e-15 8.202515311882517521e-17 3.045407430760287621e-18 1.066645334639073371e-19 3.539177677893498070e-21 1.116682423605019029e-22 3.361811627137497967e-24 9.686388641826700218e-26 2.678548806619021396e-27 7.126598131541011615e-29 1.828565408701273403e-30 4.534197321693638907e-32 1.088662451153275491e-33 2.535498311743202967e-35 5.737531250686311410e-37 1.263394404932609762e-38 2.710920726925853041e-40 5.675791932190680105e-42 1.160902412609969053e-43 2.322287586971147158e-45 4.548263157090128188e-47 8.729962685881781327e-49 1.643677257367433560e-50 3.038314298305583846e-52 5.518385493870523688e-54 9.855624904633297914e-56 1.732043463216842694e-57 2.997279190474038871e-59 5.110503583753733753e-61 8.590665679690811215e-63 1.424493539630626027e-64 2.331283275866547095e-66 3.767456517434821178e-68 6.014867730905600456e-70 9.491254152140902242e-72 1.480899763816838448e-73 2.285638733541849653e-75 3.490886992208255646e-77 5.277987500893869094e-79 7.902337475521312677e-81 1.172034527082220954e-82 1.722498953216135170e-84 2.509232612575524946e-86 3.624181099361876118e-88 5.191391618029486821e-90 7.376921940622760521e-92 1.040139515258585157e-93 1.455578967049193856e-95 2.022115613833966902e-97 2.789306623384963962e-99 3.821172313728639944e-101 5.199879914942571863e-103 7.030221208909297270e-105 9.445020769163754634e-107 1.261162789098341705e-108 1.673966230026018164e-110 2.209020113527477949e-112 2.898661223808666786e-114 3.782725615611634895e-116 4.910029607541931427e-118 6.340087077998413817e-120 8.145090020623312068e-122 1.041218057570407192e-123 1.324604377370332756e-125 1.677185095375999012e-127 2.113858419820992040e-129 2.652277209834929512e-131 3.313266668213786553e-133 4.121289033831313349e-135 5.104958001358069827e-137 6.297605379509085108e-139 7.737902217901414853e-141 9.470536283682903693e-143 1.154694734974391305e-144 1.402612126542334713e-146 1.697544321739964085e-148 2.047160995398410276e-150 2.460160004244713811e-152 2.946370045888716410e-154 3.516858697944604959e-156 4.184045495499369305e-158 4.961819611722407563e-160 5.865661609065701102e-162 6.912768501384096127e-164 8.121081871610106478e-166 0.000000000000000000e+00
6.083066672678398568e-02 6.063536135500158936e-02 6.004944523965442121e-02 5.477375958014720631e-02 8.281339223414039413e-03 1.217447415458510884e-03 1.488011657861276922e-04 1.520291362912924447e-05 1.324156881195978154e-06 1.002035905238057538e-07 6.695905835944857856e-09 4.005135678210895059e-10 2.168945715032945691e-11 1.073683815914208481e-12 4.898449418774593741e-14 2.074242602344690526e-15 8.202425312834035562e-17 3.045374424011957680e-18 1.066633909902953341e-19 3.539140203173586995e-21 1.116670732039975095e-22 3.361776818377250035e-24 9.686289446399430991e-26 2.678521675363804693e-27 7.126526730004120152e-29 1.828547287074259620e-30 4.534152873958021836e-32 1.088651895068431703e-33 2.535473993653562322e-35 5.737476820083243013e-37 1.263382549849161405e-38 2.710895566007973983e-40 5.675739827389448641e-42 1.160891871466478103e-43 2.322266730080824759e-45 4.548222753189143900e-47 8.729885978223594720e-49 1.643662971788907884e-50 3.038288178069886272e-52 5.518338566148402662e-54 9.855541998569685683e-56 1.732029050067854786e-57 2.997254516445936957e-59 5.110461963419475833e-61 8.590596462291381850e-63 1.424482183918786702e-64 2.331264887874109330e-66 3.767427114280328414e-68 6.014821279362439331e-70 9.491181616925706152e-72 1.480888563615343444e-73 2.285621625237329813e-75 3.490861130371812661e-77 5.277948798159544286e-79 7.902280116119540289e-81 1.172026105539492995e-82 1.722486700305583885e-84 2.509214940912517172e-86 3.624155827920289335e-88 5.191355774134603757e-90 7.376871504034680736e-92 1.040132472720749856e-93 1.455569206628837941e-95 2.022102184266120223e-97 2.789288274748132111e-99 3.821147414616609076e-101 5.199846349805574892e-103 7.030176251619959336e-105 9.444960928259747077e-107 1.261154872137790388e-108 1.673955817549550632e-110 2.209006497362397005e-112 2.898643517499062689e-114 3.782702715457622700e-116 4.910000146506818924e-118 6.340049371462697025e-120 8.145042002870396551e-122 1.041211972592619023e-123 1.324596703022328128e-125 1.677175461507186305e-127 2.113846380935401721e-129 2.652262232105651912e-131 3.313248114710568288e-133 4.121266147791354265e-135 5.104929887325177829e-137 6.297570982162741858e-139 7.737860298396249056e-141 9.470485393318726761e-143 1.154688580079001154e-144 1.402604709892472813e-146 1.697535416780138317e-148 2.047150341042120374e-150 2.460147300655806439e-152 2.946354949902996191e-154 3.516840818121186903e-156 4.184024386793846228e-158 4.961794769776457686e-160 5.865632464110445131e-162 6.912734411759233689e-164 8.121042122205404406e-166 0.000000000000000000e+00
6.068848065087034671e-02 6.049318159435695258e-02 5.990728442481675631e-02 5.463194646272789140e-02 8.280832762921868165e-03 1.217408461948225233e-03 1.487973075819548792e-04 1.520255864695143998e-05 1.324127853021482112e-06 1.002014855461744519e-07 6.695769505187883422e-09 4.005056099980625693e-10 2.168903476499651151e-11 1.073663263192335185e-12 4.898357069622425373e-14 2.074204036584269478e-15 8.202274769028924740e-17 3.045319212739207591e-18 1.066614799438680912e-19 3.539077518192858164e-21 1.116651175240150829e-22 3.361718592809190837e-24 9.686123519473138151e-26 2.678476292161303160e-27 7.126407294664716090e-29 1.828516974521568099e-30 4.534078524980668349e-32 1.088634237607044674e-33 2.535433316094691063e-35 5.737385772461248966e-37 1.263362719511465526e-38 2.710853478616642696e-40 5.675652670182542818e-42 1.160874238989788695e-43 2.322231842152402881e-45 4.548155168401236509e-47 8.729757667069005018e-49 1.643639075880091323e-50 3.038244485977647260e-52 5.518260068751577881e-54 9.855403319121197971e-56 1.732004940761472435e-57 2.997213243456697600e-59 5.110392343829422853e-61 8.590480680249439865e-63 1.424463188874192061e-64 2.331234129717909902e-66 3.767377930723276996e-68 6.014743578438749211e-70 9.491060285034937067e-72 1.480869828691877068e-73 2.285593007645516389e-75 3.490817870473045216e-77 5.277884058887543424e-79 7.902184169252083932e-81 1.172012018560489883e-82 1.722466204476189225e-84 2.509185380963643166e-86 3.624113555579532353e-88 5.191295816913275922e-90 7.376787137147707121e-92 1.040120692442865848e-93 1.455552880061285874e-95 2.022079720197026700e-97 2.789257582393036378e-99 3.821105765068977028e-101 5.199790204315941622e-103 7.030101050105458397e-105 9.444860830436299701e-107 1.261141629180196312e-108 1.673938400260507615e-110 2.208983721157945510e-112 2.898613899574920434e-114 3.782664409618213590e-116 4.909950866064211146e-118 6.339986298497482592e-120 8.144961681989124433e-122 1.041201794048900656e-123 1.324583865885967442e-125 1.677159346614798311e-127 2.113826243090817269e-129 2.652237178358519488e-131 3.313217079646043504e-133 4.121227865546580996e-135 5.104882860040074566e-137 6.297513444566677615e-139 7.737790178230220617e-141 9.470400267292344523e-143 1.154678284577821749e-144 1.402592303811619986e-146 1.697520521152449175e-148 2.047132519139202100e-150 2.460126050931377455e-152 2.946329698334436057e-154 3.516810909931773915e-156 4.183989077542367293e-158 4.961753215805217296e-160 5.865583712347236177e-162 6.912677388876492172e-164 8.120975632013312078e-166 0.000000000000000000e+00
6.050673764449909092e-02 6.031144848909490014e-02 5.972558102288234166e-02 5.445078702951251792e-02 8.280040288153369885e-03 1.217347390374420206e-03 1.487912584873389338e-04 1.520200208397793970e-05 1.324082340743686087e-06 1.001981852195134101e-07 6.695555756395821580e-09 4.004931331649047596e-10 2.168837251933260258e-11 1.073631039166089311e-12 4.898212277975799280e-14 2.074143570393094086e-15 8.202038735494275677e-17 3.045232648467727391e-18 1.066584836648710631e-19 3.538979236054619075e-21 1.116620512640359920e-22 3.361627302432269932e-24 9.685863366847258803e-26 2.678405136974549645e-27 7.126220034953703153e-29 1.828469448212548538e-30 4.533961955019742450e-32 1.088606552896262794e-33 2.535369538713664820e-35 5.737243021027515154e-37 1.263331627984373004e-38 2.710787490759950231e-40 5.675516018372351445e-42 1.160846593424607241e-43 2.322177142142348957e-45 4.548049203692929983e-47 8.729556490789542803e-49 1.643601609996612186e-50 3.038175982071920313e-52 5.518136994327787879e-54 9.855185886487456246e-56 1.731967140274049729e-57 2.997148532373346600e-59 5.110283188669686719e-61 8.590299147881349551e-63 1.424433406916264081e-64 2.331185904601422223e-66 3.767300816767879499e-68 6.014621752635334071e-70 9.490870051041747888e-72 1.480840454553425654e-73 2.285548138649321993e-75 3.490750044064522540e-77 5.277782555348010355e-79 7.902033735867226114e-81 1.171989931834367457e-82 1.722434069422755434e-84 2.509139034430072083e-86 3.624047277498729980e-88 5.191201811000011864e-90 7.376654859718120180e-92 1.040102222340429057e-93 1.455527281903939063e-95 2.022044499148080076e-97 2.789209460343257159e-99 3.821040463406761527e-101 5.199702174688514454e-103 7.029983142825847809e-105 9.444703888607909194e-107 1.261120865749969491e-108 1.673911091957460016e-110 2.208948010689556769e-112 2.898567462072976363e-114 3.782604350458094270e-116 4.909873599979052536e-118 6.339887407309459199e-120 8.144835748032910977e-122 1.041185835255065869e-123 1.324563738720934543e-125 1.677134080300303373e-127 2.113794669243325926e-129 2.652197896932492311e-131 3.313168420190918748e-133 4.121167843331715451e-135 5.104809126589048956e-137 6.297423232133164243e-139 7.737680237744290309e-141 9.470266799305935938e-143 1.154662142394689437e-144 1.402572852476580817e-146 1.697497166487287218e-148 2.047104576402471601e-150 2.460092733754363869e-152 2.946290106713527612e-154 3.516764017249843759e-156 4.183933716598256712e-158 4.961688063837229993e-160 5.865507275043799426e-162 6.912587983378787570e-164 8.120871382828049555e-166 0.000000000000000000e+00
6.028568662763451880e-02 6.009041229758090019e-02 5.950458930742006519e-02 5.423060724074783845e-02 8.278857165868914667e-03 1.217255945128411935e-03 1.487822004421432702e-04 1.520116866583488351e-05 1.324014188664194487e-06 1.001932431538473459e-07 6.695235678326408397e-09 4.004744497143648518e-10 2.168738083786277899e-11 1.073582785183513561e-12 4.897995459090380131e-14 2.074053024986685700e-15 8.201685285720994828e-17 3.045103022250292295e-18 1.066539968662095722e-19 3.538832062736393498e-21 1.116574596686844438e-22 3.361490598887436215e-24 9.685473798978323714e-26 2.678298584972191780e-27 7.125939621054635913e-29 1.828398279451135850e-30 4.533787396077243066e-32 1.088565096115782273e-33 2.535274034531328123e-35 5.737029256167225000e-37 1.263285069587747533e-38 2.710688676389203718e-40 5.675311387291033329e-42 1.160805195191547299e-43 2.322095230834737718e-45 4.547890525290574740e-47 8.729255236345470038e-49 1.643545506131091719e-50 3.038073399813687222e-52 5.517952694535009853e-54 9.854860288378075931e-56 1.731910535291776945e-57 2.997051629637499309e-59 5.110119732339075314e-61 8.590027308949462432e-63 1.424388809373306020e-64 2.331113688992880428e-66 3.767185340996634620e-68 6.014439322207833912e-70 9.490585181370425585e-72 1.480796467656574341e-73 2.285480948650030333e-75 3.490648475994939499e-77 5.277630556724050832e-79 7.901808466163358952e-81 1.171956857585024498e-82 1.722385948076936499e-84 2.509069631775428476e-86 3.623948027882796022e-88 5.191061039684995994e-90 7.376456777803811880e-92 1.040074563850661424e-93 1.455488949333456803e-95 2.021991756539785770e-97 2.789137398807610280e-99 3.820942675824847042e-101 5.199570352532748294e-103 7.029806579606502909e-105 9.444468872083143353e-107 1.261089773019205726e-108 1.673870198432530024e-110 2.208894535116256887e-112 2.898497923012303239e-114 3.782514413272675779e-116 4.909757895808907362e-118 6.339739320027356403e-120 8.144647164799018299e-122 1.041161937320974735e-123 1.324533598740637750e-125 1.677096244553123529e-127 2.113747388098458553e-129 2.652139073849649692e-131 3.313095553703329911e-133 4.121077961343969082e-135 5.104698712303014003e-137 6.297288140901572611e-139 7.737515604146290496e-141 9.470066933739109982e-143 1.154637969804230206e-144 1.402543724495041819e-146 1.697462193343560303e-148 2.047062732708504242e-150 2.460042841936956041e-152 2.946230819033060886e-154 3.516693796365002117e-156 4.183850814645374750e-158 4.961590500003147766e-160 5.865392811622129353e-162 6.912454100316441134e-164 8.120715271604768932e-166 0.000000000000000000e+00
6.002566340291566604e-02 5.983041045244656686e-02 5.924465160103927625e-02 5.397183549263451924e-02 8.277157628744379742e-03 1.217124071845605620e-03 1.487691367888960314e-04 1.519996667756914461e-05 1.323915896392579020e-06 1.001861154374666578e-07 6.694774043183573164e-09 4.004475033134314621e-10 2.168595057310527579e-11 1.073513190213713986e-12 4.897682748800650272e-14 2.073922434417417878e-15 8.201175516752451589e-17 3.044916066508981325e-18 1.066475256964354684e-19 3.538619799131695350e-21 1.116508373466996565e-22 3.361293435311472586e-24 9.684911936204480982e-26 2.678144907941803315e-27 7.125535187582602464e-29 1.828295634599396943e-30 4.533535634139651825e-32 1.088505304024216032e-33 2.535136291141731246e-35 5.736720948099065637e-37 1.263217919468551587e-38 2.710546158599891525e-40 5.675016252260459561e-42 1.160745487379370282e-43 2.321977091804592631e-45 4.547661666526196071e-47 8.728820742752004142e-49 1.643464588551649334e-50 3.037925447236637426e-52 5.517686882093635923e-54 9.854390683598945333e-56 1.731828894827421253e-57 2.996911868309800562e-59 5.109883981691941100e-61 8.589635239529594028e-63 1.424324486947922909e-64 2.331009533370923238e-66 3.767018791750049369e-68 6.014176205010852716e-70 9.490174317145875993e-72 1.480733025842912087e-73 2.285384041225488811e-75 3.490501985393817071e-77 5.277411330570242631e-79 7.901483561728541167e-81 1.171909154882050604e-82 1.722316543055089696e-84 2.508969532865236950e-86 3.623804880887778632e-88 5.190858006185486782e-90 7.376171085535707319e-92 1.040034672177444306e-93 1.455433662481922544e-95 2.021915686149845269e-97 2.789033464800028942e-99 3.820801637225175852e-101 5.199380225965272876e-103 7.029551923114308133e-105 9.444129908511245407e-107 1.261044928062842574e-108 1.673811217803891212e-110 2.208817407411502322e-112 2.898397626949490687e-114 3.782384696999670198e-116 4.909591015811224095e-118 6.339525733852831306e-120 8.144375171281255775e-122 1.041127469333014139e-123 1.324490127840355752e-125 1.677041674034562361e-127 2.113679194462962366e-129 2.652054233249109670e-131 3.312990458261818644e-133 4.120948324394964472e-135 5.104539461551683324e-137 6.297093298502004378e-139 7.737278152675644093e-141 9.469778667051348664e-143 1.154603105600103101e-144 1.402501713106673531e-146 1.697411751448225005e-148 2.047002381381948025e-150 2.459970882756921534e-152 2.946145308144660809e-154 3.516592516448993329e-156 4.183731244744035242e-158 4.961449783173276456e-160 5.865227720400765648e-162 6.912261000008822507e-164 8.120490111456709298e-166 0.000000000000000000e+00
5.972708343794933677e-02 5.953186034172228136e-02 5.894619105304111512e-02 5.367499464610731019e-02 8.274795793019863038e-03 1.216939924431553657e-03 1.487508926371615989e-04 1.519828799066227186e-05 1.323778620831919427e-06 1.001761607720052780e-07 6.694129314997881457e-09 4.004098693773716462e-10 2.168395303012323323e-11 1.073415992017717184e-12 4.897246008691041265e-14 2.073740047701319709e-15 8.200463557371980584e-17 3.044654957999264766e-18 1.066384878410912721e-19 3.538323344335200256e-21 1.116415883722574068e-22 3.361018069319794501e-24 9.684127217151667363e-26 2.677930276563892797e-27 7.124970339503522130e-29 1.828152276563522610e-30 4.533184012783138457e-32 1.088421795806019717e-33 2.534943912642024554e-35 5.736290351147945485e-37 1.263124134521334323e-38 2.710347111564047771e-40 5.674604052550299437e-42 1.160662096537007026e-43 2.321812092967920141e-45 4.547342030807498192e-47 8.728213906656531341e-49 1.643351574829270112e-50 3.037718808805232147e-52 5.517315634088476838e-54 9.853734807822667349e-56 1.731714871212681417e-57 2.996716669750454869e-59 5.109554718842490127e-61 8.589087652624891508e-63 1.424234650465901511e-64 2.330864063424363820e-66 3.766786179024838400e-68 6.013808719465228120e-70 9.489600478778589554e-72 1.480644419039624503e-73 2.285248694189168855e-75 3.490297387255939116e-77 5.277105145159469878e-79 7.901029778983165043e-81 1.171842530141058253e-82 1.722219607378901712e-84 2.508829727995834407e-86 3.623604952077615049e-88 5.190574435691586464e-90 7.375772067968128880e-92 1.039978956685433318e-93 1.455356444977759468e-95 2.021809440850241875e-97 2.788888303136998815e-99 3.820604652557397433e-101 5.199114681400092495e-103 7.029196251232990267e-105 9.443656487014395265e-107 1.260982294269224242e-108 1.673728841050788475e-110 2.208709685056434396e-112 2.898257545871979521e-114 3.782203525364076932e-116 4.909357938403199064e-118 6.339227422912344297e-120 8.143995284007507484e-122 1.041079328647725906e-123 1.324429412964342512e-125 1.676965456534673667e-127 2.113583949810830822e-129 2.651935738085250983e-131 3.312843673522940684e-133 4.120767262959736329e-135 5.104317039021471081e-137 6.296821165705872086e-139 7.736946508477516236e-141 9.469376050038664940e-143 1.154554411365721008e-144 1.402443036506725520e-146 1.697341300081712645e-148 2.046918089653008963e-150 2.459870378498786124e-152 2.946025876396853645e-154 3.516451060305558812e-156 4.183564243209449161e-158 4.961253245983448552e-160 5.864997139789201881e-162 6.911991299430822508e-164 8.120175633259712943e-166 0.000000000000000000e+00
5.939042405365056732e-02 5.919524149543244768e-02 5.860969382077809570e-02 5.334068334163576813e-02 8.271606838392253983e-03 1.216689875632199960e-03 1.487261154177339762e-04 1.519600810413273137e-05 1.323592179200081066e-06 1.001626406779861609e-07 6.693253662379179467e-09 4.003587557910929321e-10 2.168124000388617026e-11 1.073283978930220362e-12 4.896652833965169152e-14 2.073492332054577646e-15 8.199496580562386229e-17 3.044300322320680779e-18 1.066262126769336371e-19 3.537920700642072232e-21 1.116290264391598826e-22 3.360644067545651532e-24 9.683061411526125286e-26 2.677638763872488550e-27 7.124203161142161709e-29 1.827957567055212511e-30 4.532706438659995707e-32 1.088308374360358881e-33 2.534682622569406224e-35 5.735705510247317120e-37 1.262996754789055492e-38 2.710076763470977443e-40 5.674044197401557688e-42 1.160548833878886159e-43 2.321587988940605222e-45 4.546907896137738445e-47 8.727389690826263205e-49 1.643198077401302249e-50 3.037438148242403975e-52 5.516811396993924918e-54 9.852843982370315127e-56 1.731560001608408496e-57 2.996451546176758898e-59 5.109107505432556837e-61 8.588343905187529905e-63 1.424112632015906596e-64 2.330666481878088193e-66 3.766470237362769575e-68 6.013309589073861442e-70 9.488821072942392892e-72 1.480524070325711252e-73 2.285064861201938634e-75 3.490019494852676071e-77 5.276689273054532434e-79 7.900413434419318755e-81 1.171752037885135231e-82 1.722087945572102873e-84 2.508639839460262777e-86 3.623333400641169388e-88 5.190189278479700959e-90 7.375230105416759389e-92 1.039903281499862235e-93 1.455251564768954802e-95 2.021665133729021328e-97 2.788691137955566026e-99 3.820337098859230290e-101 5.198754006273126052e-103 7.028713160678152020e-105 9.443013462954745522e-107 1.260897221964949210e-108 1.673616952827798698e-110 2.208563371094957612e-112 2.898067280557647415e-114 3.781957448620766534e-116 4.909041360383594900e-118 6.338822241075598591e-120 8.143479300597282929e-122 1.041013941338692002e-123 1.324346946664543570e-125 1.676861933667585628e-127 2.113454583144772429e-129 2.651774791190360713e-131 3.312644302026497732e-133 4.120521334773259556e-135 5.104014931660396217e-137 6.296451538785797223e-139 7.736496049455165800e-141 9.468829191268144955e-143 1.154488271886273442e-144 1.402363338338521253e-146 1.697245608664533032e-148 2.046803599353727813e-150 2.459733867277489277e-152 2.945863656606179603e-154 3.516258925511692901e-156 4.183337410948673889e-158 4.960986296396364563e-160 5.864683950105723852e-162 6.911624974323027547e-164 8.119748488094264636e-166 0.000000000000000000e+00
