7.370499967848893885e-02 7.339552919402964060e-02 7.246711774065171807e-02 7.036235236114304903e-02 6.581027669785095846e-02 5.581540611412923875e-02 2.683299621473231311e-02 1.460106269498607709e-02 7.851261036801017099e-03 4.065898113706059407e-03 2.007957925380370306e-03 9.412885277230031858e-04 4.179397173610359547e-04 1.756228985383484151e-04 6.984792605095064145e-05 2.630887596685295378e-05 9.394169487139494200e-06 3.183869872066340997e-06 1.025627198743169932e-06 3.144796762006367308e-07 9.192027913747197643e-08 2.565040006435103507e-08 6.843547661104272395e-09 1.748229816381059482e-09 4.282060023276769686e-10 1.007000017788980600e-10 2.276624004950591969e-11 4.954243202534633192e-12 1.038969980672359900e-12 2.102134940447873161e-13 4.107898697617456371e-14 7.761188103985884347e-15 1.419099781529656481e-15 2.513511250232703382e-16 4.316382078790360181e-17 7.192834462505052981e-18 1.164057316903665947e-18 1.830963475335191466e-19 2.801158856472717272e-20 4.171151328622745501e-21 6.049621551125251857e-22 8.551369857443903464e-23 1.178820164012914115e-23 1.585702219016435596e-24 2.082596174587140662e-25 2.671990455428353925e-26 3.350722374800037172e-27 4.108825503508096811e-28 4.915241235621894340e-29 4.505672683686318302e-30 -1.037657387382455486e-29
7.369389599305524452e-02 7.338442193626429355e-02 7.245599976589145452e-02 7.035121033214376818e-02 6.579908404791595666e-02 5.580411870590964302e-02 2.683295778547711494e-02 1.460105350595116043e-02 7.851257440944092378e-03 4.065896556512521229e-03 2.007957240391326521e-03 9.412882314982017702e-04 4.179395933656541214e-04 1.756228487063560143e-04 6.984790690623666977e-05 2.630886895100730601e-05 9.394167036845438884e-06 3.183869056548320536e-06 1.025626939968417394e-06 3.144795978534882001e-07 9.192025648226765237e-08 2.565039380050005833e-08 6.843546003202666290e-09 1.748229395800967842e-09 4.282058999413455005e-10 1.006999778312117915e-10 2.276623466150692109e-11 4.954242035097314633e-12 1.038969736798558529e-12 2.102134448761615853e-13 4.107897739872087906e-14 7.761186299802679931e-15 1.419099452533128041e-15 2.513510668965206059e-16 4.316381082899523874e-17 7.192832806510334215e-18 1.164057049441390997e-18 1.830963055428876033e-19 2.801158215197865777e-20 4.171150375299743715e-21 6.049620170647930947e-22 8.551367908995402887e-23 1.178819895796949309e-23 1.585701858710807150e-24 2.082595701988443020e-25 2.671989849831489077e-26 3.350721616275845024e-27 4.108824574434654845e-28 4.915240125430735162e-29 4.505671667246451267e-30 -1.037657152844051598e-29
7.366429048729199180e-02 7.335480695151183617e-02 7.242635634417136925e-02 7.032150316761011377e-02 6.576924323069871514e-02 5.577403359731912535e-02 2.683284249771152041e-02 1.460102593884640872e-02 7.851246653373318216e-03 4.065891884931906695e-03 2.007955185424196466e-03 9.412873428237974148e-04 4.179392213795087843e-04 1.756226992103788391e-04 6.984784947209476827e-05 2.630884790347036610e-05 9.394159685963274629e-06 3.183866609994259578e-06 1.025626163644160414e-06 3.144793628120427137e-07 9.192018851665468019e-08 2.565037500894713142e-08 6.843541029497847150e-09 1.748228134060693127e-09 4.282055927823510442e-10 1.006999059881529732e-10 2.276621849750993498e-11 4.954238532785357341e-12 1.038969005177154012e-12 2.102132973702843173e-13 4.107894866635983774e-14 7.761180887253069837e-15 1.419098465543543116e-15 2.513508925162713596e-16 4.316378095227014337e-17 7.192827838526182538e-18 1.164056247054565954e-18 1.830961795709929735e-19 2.801156291373310690e-20 4.171147515330737604e-21 6.049616029215969156e-22 8.551362063649904681e-23 1.178819091149055186e-23 1.585700777793921812e-24 2.082594284192349634e-25 2.671988033040893960e-26 3.350719340703267147e-27 4.108821787214328051e-28 4.915236794857259308e-29 4.505668617926849461e-30 -1.037656449228839794e-29
7.361619631927492080e-02 7.330669752638535597e-02 7.237820114771664759e-02 7.027324563384761136e-02 6.572077265359663190e-02 5.572519202401576138e-02 2.683261549173961494e-02 1.460097163956938782e-02 7.851225404911217273e-03 4.065882683236086460e-03 2.007951137718054849e-03 9.412855923855029941e-04 4.179384886715285037e-04 1.756224047453830222e-04 6.984773634299883344e-05 2.630880644574521449e-05 9.394145206793680310e-06 3.183861790971090463e-06 1.025624634503777050e-06 3.144788998465158046e-07 9.192005464351573475e-08 2.565033799487385911e-08 6.843531232698410957e-09 1.748225648787272912e-09 4.282049877655304231e-10 1.006997644775345388e-10 2.276618665898237046e-11 4.954231634215900027e-12 1.038967564088765531e-12 2.102130068251933358e-13 4.107889207168968251e-14 7.761170226052630563e-15 1.419096521451653713e-15 2.513505490362251453e-16 4.316372210352461956e-17 7.192818052994652213e-18 1.164054666578188431e-18 1.830959314417896361e-19 2.801152501979994289e-20 4.171141881996136057e-21 6.049607871759750671e-22 8.551350549963228961e-23 1.178817506218999803e-23 1.585698648691657256e-24 2.082591491532782984e-25 2.671984454474359221e-26 3.350714858465257335e-27 4.108816297174149121e-28 4.915230234564191853e-29 4.505662611624810362e-30 -1.037655063304755903e-29
7.354963909821475576e-02 7.324011947897994534e-02 7.231156062127554185e-02 7.020646595356393183e-02 6.565370645606118105e-02 5.565766501468311783e-02 2.683222036565299437e-02 1.460087703344761095e-02 7.851188383257089523e-03 4.065866650901040109e-03 2.007944085298865849e-03 9.412825425524229015e-04 4.179372120555939030e-04 1.756218916914019411e-04 6.984753923523296043e-05 2.630873421286841651e-05 9.394119979357439570e-06 3.183853394660587703e-06 1.025621970242298904e-06 3.144780932094921708e-07 9.191982139281734377e-08 2.565027350427772241e-08 6.843514163476155800e-09 1.748221318629767327e-09 4.282039336287349114e-10 1.006995179198417831e-10 2.276613118587360209e-11 4.954219614655785800e-12 1.038965053242312665e-12 2.102125006007861652e-13 4.107879346529653798e-14 7.761151650760592078e-15 1.419093134208827711e-15 2.513499505818349522e-16 4.316361956979507193e-17 7.192801003403588389e-18 1.164051912872274930e-18 1.830954991196964404e-19 2.801145899619471768e-20 4.171132066887769869e-21 6.049593658807302025e-22 8.551330489361344215e-23 1.178814744753289273e-23 1.585694939100265599e-24 2.082586625807874192e-25 2.671978219442850859e-26 3.350707048942936104e-27 4.108806731731337190e-28 4.915218804391349835e-29 4.505652146685225361e-30 -1.037652648572419944e-29
7.346465697027902697e-02 7.315511124470941429e-02 7.222647406800059011e-02 7.012120589184543673e-02 6.556809459528871453e-02 5.557155318369608188e-02 2.683157952318183936e-02 1.460072332668744741e-02 7.851128233191040015e-03 4.065840602665328485e-03 2.007932626999980614e-03 9.412775873847285509e-04 4.179351378934600264e-04 1.756210581146333495e-04 6.984721898729187963e-05 2.630861685355131090e-05 9.394078991443249060e-06 3.183839752874925008e-06 1.025617641521248102e-06 3.144767826373690201e-07 9.191944242202150616e-08 2.565016872408461810e-08 6.843486430495593198e-09 1.748214283266684660e-09 4.282022209346252678e-10 1.006991173286495714e-10 2.276604105670825705e-11 4.954200086041678645e-12 1.038960973779202994e-12 2.102116781196603122e-13 4.107863325591733883e-14 7.761121470810447210e-15 1.419087630832617229e-15 2.513489782512859503e-16 4.316345297952570046e-17 7.192773302314434448e-18 1.164047438826342866e-18 1.830947967102989731e-19 2.801135172524611582e-20 4.171116119924773139e-21 6.049570566507246214e-22 8.551297896172746298e-23 1.178810258099612903e-23 1.585688911992339591e-24 2.082578720287778675e-25 2.671968089160503070e-26 3.350694360528104718e-27 4.108791190408612116e-28 4.915200233373914629e-29 4.505635143917299359e-30 -1.037648725268998249e-29
7.336129633335225497e-02 7.305171959108372470e-02 7.212298936427816165e-02 7.001751647106854715e-02 6.546399856023898955e-02 5.546698204348497058e-02 2.683059465130763904e-02 1.460048650920469683e-02 7.851035556974290605e-03 4.065800468644848245e-03 2.007914972502343378e-03 9.412699526487448322e-04 4.179319421004871614e-04 1.756197737695902985e-04 6.984672556066696253e-05 2.630843603045698615e-05 9.394015838701689965e-06 3.183818734087197275e-06 1.025610971978141219e-06 3.144747633531855835e-07 9.191885851689332466e-08 2.565000728236967631e-08 6.843443700471839990e-09 1.748203443420547179e-09 4.281995820741912861e-10 1.006985001114402524e-10 2.276590218876932583e-11 4.954169997019545956e-12 1.038954688281537257e-12 2.102104108687622502e-13 4.107838641075998738e-14 7.761074970570036021e-15 1.419079151417679221e-15 2.513474801174194234e-16 4.316319630289743077e-17 7.192730621416798997e-18 1.164040545368205324e-18 1.830937144617275844e-19 2.801118644580601324e-20 4.171091549384759261e-21 6.049534986673878671e-22 8.551247677691941001e-23 1.178803345215574170e-23 1.585679625628523106e-24 2.082566539730009921e-25 2.671952480764252109e-26 3.350674810647797547e-27 4.108767244864227564e-28 4.915171619778282204e-29 4.505608946627322936e-30 -1.037642680375784484e-29
7.323960678182303563e-02 7.292999456251210433e-02 7.200115790457925491e-02 6.989545291577578534e-02 6.534148631453993994e-02 5.534409644089744590e-02 2.682914732396407542e-02 1.460013735961643994e-02 7.850898915059663710e-03 4.065741294536542177e-03 2.007888942405878369e-03 9.412586958437185215e-04 4.179272301558195450e-04 1.756178801029207540e-04 6.984599804124103431e-05 2.630816942069235921e-05 9.393922724811935946e-06 3.183787743485604434e-06 1.025601138243349043e-06 3.144717860716487731e-07 9.191799759293476798e-08 2.564976924874925142e-08 6.843380698273369054e-09 1.748187460883743011e-09 4.281956912730023848e-10 1.006975900710565369e-10 2.276569743842315371e-11 4.954125633014729775e-12 1.038945420786688619e-12 2.102085424023136014e-13 4.107802245607130192e-14 7.761006409448218738e-15 1.419066649155171005e-15 2.513452712311505092e-16 4.316281785241185616e-17 7.192667691625337843e-18 1.164030381479582651e-18 1.830921187671035606e-19 2.801094275362235537e-20 4.171055321959150786e-21 6.049482526867148846e-22 8.551173634292175141e-23 1.178793152684183744e-23 1.585665933578294068e-24 2.082548580406668257e-25 2.671929467348674650e-26 3.350645985807867339e-27 4.108731938945296574e-28 4.915129431165707299e-29 4.505570320676871070e-30 -1.037633767631652957e-29
7.309963991609204348e-02 7.278998828982205516e-02 7.186103341101207631e-02 6.975507346213388749e-02 6.520063110231529013e-02 5.520305875609990420e-02 2.682709972743575061e-02 1.459964145336585702e-02 7.850704827257871596e-03 4.065657241952799240e-03 2.007851968346674714e-03 9.412427062457611035e-04 4.179205371190912932e-04 1.756151902596776466e-04 6.984496464157857471e-05 2.630779071661570965e-05 9.393790461755463367e-06 3.183743723062390758e-06 1.025587169967781214e-06 3.144675570073819070e-07 9.191677469773869444e-08 2.564943113502450832e-08 6.843291207090740919e-09 1.748164758560979735e-09 4.281901646014661984e-10 1.006962974080861302e-10 2.276540660165302078e-11 4.954062616346986293e-12 1.038932256811226482e-12 2.102058883466167759e-13 4.107750547806969011e-14 7.760909022069976048e-15 1.419048890364587506e-15 2.513421336270771479e-16 4.316228028384993160e-17 7.192578303238792670e-18 1.164015944221737160e-18 1.830898521685550723e-19 2.801059660195130190e-20 4.171003862844021625e-21 6.049408010523990191e-22 8.551068459610511089e-23 1.178778674739295273e-23 1.585646484754085377e-24 2.082523070149134884e-25 2.671896778023189256e-26 3.350605041664539421e-27 4.108681788775325855e-28 4.915069504496787596e-29 4.505515454578345078e-30 -1.037621107555149808e-29
7.294145309288231627e-02 7.263175874056974901e-02 7.170267568363203337e-02 6.959644310796170297e-02 6.504151519223588807e-02 5.504405194475611024e-02 2.682429550213275005e-02 1.459895917512645837e-02 7.850437774536176555e-03 4.065541588937378673e-03 2.007801093177777156e-03 9.412207049756542328e-04 4.179113276562037411e-04 1.756114890929933153e-04 6.984354270445920071e-05 2.630726962708268199e-05 9.393608470238385314e-06 3.183683151751098505e-06 1.025567949865599343e-06 3.144617378876518556e-07 9.191509201462047925e-08 2.564896589617433695e-08 6.843168068696903443e-09 1.748133520534771652e-09 4.281825599906596246e-10 1.006945187245410572e-10 2.276500641488240951e-11 4.953975906407992830e-12 1.038914143387834066e-12 2.102022364074679674e-13 4.107679412438399971e-14 7.760775018546600272e-15 1.419024454542879677e-15 2.513378163321352671e-16 4.316154059775109407e-17 7.192455306185365295e-18 1.163996078775016707e-18 1.830867333634132532e-19 2.801012030250172091e-20 4.170933055880255095e-21 6.049305477160932133e-22 8.550923740833341417e-23 1.178758753304855136e-23 1.585619723463933650e-24 2.082487968417030697e-25 2.671851798000307416e-26 3.350548703134812317e-27 4.108612782889282128e-28 4.914987046292673584e-29 4.505439959642380099e-30 -1.037603687478573848e-29
