2.677984294431021706e-01 2.228802540062231330e-01 8.812572769558610353e-02 7.472390317490559819e-02 6.518628150223559903e-02 5.905029324502573951e-02 5.478752707472267502e-02 5.157734322315944697e-02 4.904752738735326800e-02 4.700439229542231062e-02 4.533177585484537975e-02 4.395383801758211834e-02 4.281844042542939932e-02 4.188852621495734591e-02 4.113721786498597544e-02 4.054485357107346505e-02 4.009712021924544817e-02 3.978384928718998320e-02 3.959823895719669778e-02 3.953636884719893829e-02
1.425496594498360525e-01 1.289262684252175106e-01 8.805609535136196819e-02 7.471618730756170168e-02 6.519708876566392142e-02 5.906369277272935370e-02 5.480040965752042831e-02 5.158951695649686975e-02 4.905911423378652575e-02 4.701550190242010513e-02 4.534249365918981145e-02 4.396423246433623505e-02 4.282856809888767324e-02 4.189843520022112217e-02 4.114695004935700617e-02 4.055444629102453874e-02 4.010660748968578743e-02 3.979326275891396925e-02 3.960760869765090481e-02 3.954572401056321435e-02
1.149205217007478325e-01 1.081754070647757970e-01 8.794006315685966302e-02 7.470310627713491747e-02 6.521481114045142580e-02 5.908583231743802511e-02 5.482174831618089050e-02 5.160970390264520841e-02 4.907833947154312260e-02 4.703394215569415421e-02 4.536028806354859555e-02 4.398149309824776060e-02 4.284538794120937993e-02 4.191489345234493402e-02 4.116311582219685933e-02 4.057038126432604280e-02 4.012236790800045860e-02 3.980890099265266269e-02 3.962317452000108098e-02 3.956126569578388014e-02
1.066958442347666625e-01 1.019665570904575436e-01 8.777869565753017300e-02 7.468428722520803476e-02 6.523909171615577263e-02 5.911651333819463450e-02 5.485143093664262420e-02 5.163783150468490707e-02 4.910515119065232692e-02 4.705967353430790673e-02 4.538512763605856426e-02 4.400559404860802937e-02 4.286887803426316090e-02 4.193788192004447440e-02 4.118569822941930969e-02 4.059264306358608548e-02 4.014438713141429277e-02 3.983075037114604949e-02 3.964492322515134060e-02 3.958298084315310661e-02
1.025543295489754619e-01 9.880912751905397695e-02 8.757352142928952199e-02 7.465922556109785835e-02 6.526943919895511481e-02 5.915545977613505257e-02 5.488930086018633386e-02 5.167379824933501786e-02 4.913947675061117876e-02 4.709264073234235154e-02 4.541696838997177216e-02 4.403649911073825168e-02 4.289900770456673423e-02 4.196737394171538155e-02 4.121467354428649116e-02 4.062121009856785314e-02 4.017264508754390950e-02 3.985879183731963482e-02 3.967283634122778513e-02 3.961085117586383986e-02
9.986448062228295286e-02 9.672998417315130382e-02 8.732649482575639832e-02 7.462730137553959253e-02 6.530523557483020047e-02 5.920231968813487178e-02 5.493515704313858133e-02 5.171747363305218004e-02 4.918122273777082720e-02 4.713277262271966389e-02 4.545575375339824115e-02 4.407416172030415025e-02 4.293573750106430276e-02 4.200333522584142470e-02 4.125001124977796529e-02 4.065605460001762983e-02 4.020711595927515397e-02 3.989300087987791149e-02 3.970689010957652310e-02 3.964485318614272696e-02
9.789428784936765604e-02 9.518069547467883362e-02 8.703991835061236637e-02 7.458779982328014868e-02 6.534574578179450088e-02 5.925666742347737714e-02 5.498875431564388683e-02 5.176869814067304454e-02 4.923027492037845843e-02 4.717998221583579593e-02 4.550141453343353043e-02 4.411852492222845951e-02 4.297901916787516541e-02 4.204572382672233655e-02 4.129167401661602843e-02 4.069714259941436402e-02 4.024776816576230293e-02 3.993334751514880654e-02 3.974705546710748105e-02 3.968495811776037718e-02
9.634263425870152886e-02 9.393606245303716407e-02 8.671634703604405581e-02 7.453993482326336240e-02 6.539012925535495069e-02 5.931800639207963216e-02 5.504980377690393140e-02 5.182728325281311943e-02 4.928649820858829744e-02 4.723416661683851187e-02 4.555386887693852610e-02 4.416952133563898514e-02 4.302879561296606842e-02 4.209449011622881653e-02 4.133961767745541332e-02 4.074443390502990175e-02 4.029456433987019942e-02 3.997979626547437659e-02 3.979329802523052378e-02 3.973113194514923258e-02
9.505797076992539285e-02 9.288310193944646076e-02 8.635849544800963673e-02 7.448287526277359849e-02 6.543745317580021426e-02 5.938577247370229600e-02 5.511797336958980387e-02 5.189301150134047191e-02 4.934973662830317853e-02 4.729520698621827307e-02 4.561302223071436734e-02 4.422707311660411394e-02 4.308500087395115280e-02 4.214957675241374352e-02 4.139379119786348177e-02 4.079788207479240203e-02 4.034746130244890039e-02 4.003230613446228520e-02 3.984557804569224121e-02 3.978333534943556682e-02
9.395386126216398459e-02 9.195768458009756507e-02 8.596915453389825101e-02 7.441577275262713231e-02 6.548670720843047244e-02 5.945933811340233660e-02 5.519288867970648105e-02 5.196563659501782922e-02 4.941981331920632797e-02 4.736296850922087215e-02 4.567876730433260285e-02 4.429109192073302226e-02 4.314756008240268337e-02 4.221091864598457144e-02 4.145413664482859584e-02 4.085743438651354142e-02 4.040641003390557651e-02 4.009083057951454143e-02 3.990385041366396879e-02 3.984152369171378716e-02
9.297652964447944424e-02 9.112017771503742869e-02 8.555112192671140980e-02 7.433778987489159107e-02 6.553681948925961509e-02 5.953801713910262389e-02 5.527413400982295055e-02 5.204488363971487841e-02 4.949653056877492685e-02 4.743730038039057489e-02 4.575098403935933672e-02 4.436147886803114976e-02 4.321638942830829250e-02 4.227844292577278423e-02 4.152058915364635616e-02 4.092303180615041586e-02 4.047135564361439147e-02 4.015531748208006624e-02 3.996806460851409781e-02 3.990564698399209909e-02
9.209029259051505767e-02 9.034450627843870762e-02 8.510714734220962974e-02 7.424812780245781951e-02 6.558667357073275084e-02 5.962107032273972207e-02 5.536125377292346050e-02 5.213044947934990930e-02 4.957966989533208607e-02 4.751803581033636065e-02 4.582953958919744331e-02 4.443812451270760105e-02 4.329139612648740670e-02 4.235206890451378298e-02 4.159307689415176618e-02 4.099460895484540596e-02 4.054223733776989025e-02 4.022570911616113465e-02 4.003816467272452301e-02 3.997564985824565015e-02
