9.157745637047257636e-01 7.788007830714048785e-01 3.678794411714423340e-01 1.053992245618643325e-01 1.831563888873417867e-02 1.930454136227709302e-03 1.234098040866795612e-04 4.785117392129008755e-06 1.125351747192591165e-07 1.605228055185611645e-09 1.388794386496402090e-11 7.287724095819692186e-14 2.319522830243569634e-16 4.477732441718301496e-19 5.242885663363463898e-22 3.723363121750510612e-25 1.603810890548637927e-28 4.190093194494397364e-32 6.639677199580734812e-36 -1.395812441204855106e-32
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.010514404823745105e-01 7.666155123185646181e-01 3.633077278271348853e-01 1.053676862687842886e-01 1.831624251869971853e-02 1.930586521350506147e-03 1.234252490071726879e-04 4.786164032822496930e-06 1.125773206115451078e-07 1.606248068600102067e-09 1.390289760612950112e-11 7.301100250525102627e-14 2.326887805152566913e-16 4.503017321387318861e-19 5.298141991132566580e-22 3.802916617108324904e-25 1.683636534762958350e-28 4.797839186050135784e-32 9.243758599673929619e-36 -1.598047227536755410e-32
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.863283172769560458e-01 7.544302415781005688e-01 3.587360144815344154e-01 1.053361479732366490e-01 1.831684614764484895e-02 1.930718906262789743e-03 1.234406939032835714e-04 4.787210671870323755e-06 1.126194664379469575e-07 1.607268080435163902e-09 1.391785132450122309e-11 7.314476385365248620e-14 2.334252769585910946e-16 4.528302167586047502e-19 5.353398254031054309e-22 3.882470036070771896e-25 1.763462124111779477e-28 5.405584934627306593e-32 1.184783953798412526e-35 -1.800281932937370671e-32
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.716051940994133940e-01 7.422449708584328842e-01 3.541643011354911330e-01 1.053046096752865146e-01 1.831744977557003135e-02 1.930851290964554672e-03 1.234561387750106667e-04 4.788257309272295260e-06 1.126616121984507027e-07 1.608288090690217501e-09 1.393280502006488722e-11 7.327852500318921799e-14 2.341617723524498480e-16 4.553586980208865568e-19 5.408654451695408747e-22 3.962023377842249004e-25 1.843287657448654641e-28 6.013330428716641535e-32 1.445191995603073541e-35 -2.002516553578076238e-32
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.568820709606911334e-01 7.300597001679823839e-01 3.495925877898555800e-01 1.052730713749990971e-01 1.831805340247574451e-02 1.930983675455796378e-03 1.234715836223525373e-04 4.789303945028218322e-06 1.127037578930424600e-07 1.609308099364683220e-09 1.394775869280619074e-11 7.341228595364915057e-14 2.348982666949227249e-16 4.578871759150154098e-19 5.463910583762112500e-22 4.041576641627152262e-25 1.923113133627137623e-28 6.621075656808881113e-32 1.705599979533319113e-35 -2.204751085630249644e-32
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.421589478717327326e-01 7.178744295151689991e-01 3.450208744454779652e-01 1.052415330724394971e-01 1.831865702836245335e-02 1.931116059736509225e-03 1.234870284453077466e-04 4.790350579137899816e-06 1.127459035217083194e-07 1.610328106457982030e-09 1.396271234271083732e-11 7.354604670482021290e-14 2.356347599840994492e-16 4.604156504304291243e-19 5.519166649867648169e-22 4.121129826629879543e-25 2.002938551500783999e-28 7.228820607394778967e-32 1.966007899741095555e-35 -2.406985525265271164e-32
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.274358248434815488e-01 7.056891589084133276e-01 3.404491611032088305e-01 1.052099947676728431e-01 1.831926065323062625e-02 1.931248443806688657e-03 1.235024732438747496e-04 4.791397211601146619e-06 1.127880490844343581e-07 1.611348111969534906e-09 1.397766596976452576e-11 7.367980725649030868e-14 2.363712522180697943e-16 4.629441215565659003e-19 5.574422649648497420e-22 4.200682932054829180e-25 2.082763909923150240e-28 7.836565268965087641e-32 2.226415750378351451e-35 -2.609219868654524628e-32
